,Finished,Multiple,Phone pickups,Screen time,Date,Drink,Meditation,Mentality,Satisfaction,Reading,Productivity,Rise time,Run,Social,Tech,Total,Tot To-do,Work done %,Key_words
198,11,4.0,0,257,2021-05-02,0.0,0.0,0.0,0.0,15.0,0.0,200.0,0.0,0.0,0.0,0.5296,13,0.254,0
199,9,3.0,0,148,2021-05-03,0.0,0.0,0.0,0.0,23.0,0.0,240.0,0.0,0.0,0.0,0.4359,13,0.208,0
200,11,5.0,0,141,2021-05-04,0.0,0.0,0.0,0.0,78.0,0.0,-70.0,0.0,0.0,0.0,0.8324,13,0.254,0
201,14,4.0,0,151,2021-05-05,0.0,15.0,0.0,0.0,27.0,0.0,59.0,0.0,0.0,0.0,0.8682,14,0.33,0
202,15,4.0,0,246,2021-05-06,0.0,15.0,0.0,0.0,31.0,0.0,50.0,0.0,0.0,0.0,0.8151,16,0.309,0
203,15,4.0,0,230,2021-05-07,0.0,15.0,0.0,0.0,40.0,0.0,210.0,0.0,0.0,0.0,0.7033,15,0.33,0
204,14,3.0,0,150,2021-05-08,0.0,15.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.7474,16,0.289,0
205,10,4.0,0,134,2021-05-09,0.0,15.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.7367,11,0.273,0
206,9,4.0,0,187,2021-05-10,0.0,10.0,0.0,0.0,26.0,0.0,140.0,0.0,0.0,0.0,0.7364,9,0.3,0
207,8,2.0,0,509,2021-05-11,0.0,0.0,0.0,0.0,30.0,0.0,180.0,0.0,0.0,0.0,0.4687,10,0.24,0
208,8,3.0,0,186,2021-05-12,0.0,15.0,0.0,0.0,26.0,0.0,155.0,0.0,0.0,0.0,0.6919,9,0.267,0
209,6,3.0,0,321,2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.47,9,0.2,0
210,7,3.0,0,174,2021-05-14,0.0,15.0,0.0,0.0,34.0,0.0,180.0,0.0,0.0,0.0,0.6457,9,0.234,0
211,7,5.0,0,190,2021-05-15,0.0,15.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.7015,8,0.263,0
212,7,3.0,0,382,2021-05-16,0.0,12.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.5613,10,0.21,0
213,13,4.0,0,217,2021-05-17,0.0,15.0,0.0,0.0,21.0,0.0,25.0,0.0,0.0,0.0,0.8145,14,0.306,0
214,10,4.0,0,82,2021-05-18,0.0,15.0,0.0,0.0,16.0,0.0,104.0,0.0,0.0,0.0,0.8102,10,0.3,0
215,10,3.0,0,328,2021-05-19,0.0,0.0,0.0,0.0,23.0,0.0,-30.0,0.0,0.0,0.0,0.6556,12,0.25,0
216,12,4.0,0,232,2021-05-20,0.0,15.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.6318,14,0.283,0
217,12,4.0,0,180,2021-05-21,1.0,10.0,0.0,0.0,43.0,0.0,-140.0,0.0,0.0,0.0,0.8546,12,0.3,0
218,4,4.0,0,184,2021-05-22,1.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.406,10,0.12,0
219,3,2.0,0,368,2021-05-23,0.0,0.0,0.0,0.0,25.0,0.0,150.0,0.0,0.0,0.0,0.3699,12,0.075,0
220,10,3.0,0,167,2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.5186,13,0.231,0
221,12,3.0,0,120,2021-05-25,1.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.6036,16,0.248,0
222,7,3.0,0,347,2021-05-26,1.0,15.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.4593,11,0.191,0
223,6,2.0,0,281,2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.2936,12,0.15,0
224,7,3.0,0,192,2021-05-28,1.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.5116,12,0.175,0
225,10,3.0,0,117,2021-05-29,1.0,0.0,0.0,0.0,10.0,0.0,190.0,0.0,0.0,0.0,0.495,13,0.231,0
226,13,3.0,0,199,2021-05-30,0.0,15.0,0.0,0.0,25.0,0.0,119.0,0.0,0.0,0.0,0.7439,15,0.286,0
227,12,4.0,0,151,2021-05-31,1.0,10.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,0.6895,14,0.283,0
228,7,4.0,0,105,2021-06-25,1.0,15.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.7107,9,0.234,0
229,13,4.0,0,197,2021-06-01,0.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,0.0,0.0,0.7104,15,0.286,0
230,13,5.0,0,217,2021-06-02,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.6859,14,0.306,0
231,11,3.0,0,174,2021-06-03,0.0,15.0,0.0,0.0,55.0,0.0,19.0,0.0,0.0,0.0,0.8546,12,0.275,0
232,12,3.0,0,163,2021-06-04,1.0,15.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.7566,14,0.283,0
233,13,4.0,0,185,2021-06-05,1.0,15.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.7194,14,0.306,0
234,10,4.0,0,237,2021-06-06,0.0,15.0,0.0,0.0,28.0,0.0,167.0,0.0,0.0,0.0,0.6775,12,0.25,0
235,11,5.0,0,199,2021-06-07,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,12,0.275,0
236,16,5.0,0,224,2021-06-08,0.0,15.0,0.0,0.0,9.0,0.0,-35.0,0.0,0.0,0.0,0.8249,16,0.33,0
237,12,4.0,0,137,2021-06-09,0.0,15.0,0.0,0.0,17.0,0.0,77.0,0.0,0.0,0.0,0.8045,12,0.3,0
238,13,5.0,0,198,2021-06-10,0.0,15.0,0.0,0.0,35.0,0.0,-41.0,0.0,0.0,0.0,0.8577,13,0.3,0
239,11,4.0,0,260,2021-06-11,0.0,15.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.7267,13,0.254,0
240,10,3.0,0,185,2021-06-12,1.0,15.0,0.0,0.0,18.0,0.0,142.0,0.0,0.0,0.0,0.6521,12,0.25,0
241,10,4.0,0,173,2021-06-13,0.0,3.0,0.0,0.0,33.0,0.0,43.0,0.0,0.0,0.0,0.7647,10,0.3,0
242,12,3.0,0,109,2021-06-14,0.0,15.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.7206,15,0.264,0
243,14,5.0,0,208,2021-06-15,0.0,15.0,0.0,0.0,45.0,0.0,56.0,0.74,0.0,0.0,0.8943,14,0.33,0
244,13,3.0,0,230,2021-06-16,0.0,15.0,0.0,0.0,47.0,0.0,60.0,0.0,0.0,0.0,0.8347,14,0.306,0
245,12,4.0,0,166,2021-06-17,0.0,15.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.846,13,0.277,0
246,11,3.0,0,202,2021-06-18,1.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.765,14,0.259,0
247,1,2.0,0,529,2021-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,10,0.03,0
248,9,4.0,0,197,2021-06-20,0.0,15.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.6659,12,0.225,0
249,9,5.0,0,112,2021-06-21,0.0,5.0,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,0.0,0.696,11,0.246,0
250,3,3.0,0,243,2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.5273,9,0.1,0
251,7,4.0,0,222,2021-07-04,1.0,15.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.6411,9,0.234,0
252,8,3.0,0,126,2021-07-05,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647,11,0.218,0
253,10,4.0,0,242,2021-07-06,1.0,15.0,0.0,0.0,30.0,0.0,-20.0,0.0,0.0,0.0,0.7326,12,0.25,0
254,5,4.0,0,261,2021-07-07,1.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.4364,13,0.116,0
255,7,4.0,0,104,2021-07-09,0.0,15.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.6334,12,0.175,0
256,6,5.0,0,135,2021-07-10,1.0,15.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.6876,8,0.225,0
257,5,4.0,0,103,2021-07-11,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.5776,9,0.167,0
258,7,3.0,0,269,2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.6473,11,0.191,0
259,8,4.0,0,252,2021-07-13,0.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.6724,10,0.24,0
260,8,4.0,0,243,2021-07-14,0.0,15.0,0.0,0.0,0.0,0.0,-170.0,0.0,0.0,0.0,0.7845,10,0.24,0
261,9,4.0,0,285,2021-07-15,0.0,13.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.8113,10,0.27,0
262,8,4.0,0,256,2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.7043,10,0.24,0
263,7,4.0,0,295,2021-07-17,1.0,0.0,0.0,0.0,0.0,0.0,-104.0,0.0,0.0,0.0,0.5568,10,0.21,0
264,5,2.0,0,446,2021-07-18,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.3799,10,0.15,0
265,9,4.0,0,226,2021-07-19,0.0,15.0,0.0,0.0,30.0,0.0,-15.0,0.0,0.0,0.0,0.8159,9,0.3,0
266,8,5.0,0,214,2021-07-20,1.0,15.0,0.0,0.0,23.0,0.0,-180.0,0.0,0.0,0.0,0.8593,9,0.267,0
267,6,5.0,0,213,2021-07-21,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564,9,0.2,0
268,9,4.0,0,224,2021-07-22,0.0,15.0,0.0,0.0,0.0,0.0,-170.0,0.0,0.0,0.0,0.7895,11,0.246,0
269,8,3.0,0,363,2021-07-23,0.0,15.0,0.0,0.0,0.0,0.0,-174.0,0.0,0.0,0.0,0.7839,9,0.267,0
270,9,4.0,0,277,2021-07-24,1.0,3.0,0.0,0.0,0.0,0.0,-51.0,0.0,0.0,0.0,0.5873,11,0.246,0
271,6,3.0,0,263,2021-07-25,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.4931,9,0.2,0
272,4,3.0,0,160,2021-07-26,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.4481,9,0.133,0
273,1,2.0,0,341,2021-07-27,1.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.4223,10,0.03,0
274,6,3.0,0,312,2021-07-28,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,10,0.18,0
275,7,4.0,0,251,2021-07-29,1.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.5376,9,0.234,0
276,3,4.0,0,200,2021-08-01,1.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.5833,7,0.129,0
277,7,4.0,0,230,2021-08-05,0.0,15.0,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,0.0,0.721,9,0.234,0
278,7,3.0,0,280,2021-08-06,1.0,6.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.5763,9,0.234,0
279,10,4.0,0,255,2021-08-07,0.0,13.0,0.0,0.0,16.0,0.0,76.0,0.0,0.0,0.0,0.7581,10,0.3,0
280,9,3.0,0,272,2021-08-08,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,11,0.246,0
281,8,3.0,0,217,2021-08-09,0.0,15.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.6763,10,0.24,0
282,6,4.0,0,214,2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.5205,9,0.2,0
283,5,3.0,0,167,2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.5187,9,0.167,0
284,2,2.0,0,160,2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,8,0.075,0
285,2,2.0,0,348,2021-08-13,0.0,10.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.3718,8,0.075,0
286,8,3.0,0,209,2021-08-28,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.6201,10,0.24,0
287,10,3.0,0,255,2021-08-29,1.0,15.0,0.0,0.0,20.0,0.0,-90.0,0.0,0.0,0.0,0.7701,10,0.3,0
288,13,3.0,0,206,2021-08-30,0.0,15.0,0.0,0.0,17.0,0.0,-68.0,0.0,0.0,0.0,0.7883,15,0.286,0
289,14,3.0,0,145,2021-08-31,0.0,15.0,0.0,0.0,22.0,0.0,-21.0,0.0,0.0,0.0,0.8307,15,0.308,0
290,9,3.0,0,74,2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.4944,17,0.175,0
291,12,4.0,0,187,2021-09-01,0.0,12.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.7073,13,0.277,0
292,11,3.0,0,167,2021-09-02,1.0,15.0,0.0,0.0,30.0,0.0,11.0,0.0,0.0,0.0,0.7485,13,0.254,0
293,9,3.0,0,135,2021-09-03,1.0,15.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.6404,12,0.225,0
294,2,2.0,0,237,2021-09-04,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.3417,9,0.067,0
295,5,3.0,0,386,2021-09-05,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.4534,10,0.15,0
